"","LocID","Location","VarID","Variant","Time","SexID","Sex","Pop0","Pop1","Pop2","Pop3","Pop4","Pop5","Pop6","Pop7","Pop8","Pop9","Pop10","Pop11","Pop12","Pop13","Pop14","Pop15","Pop16","Pop17","Pop18","Pop19","Pop20","Pop21","Pop22","Pop23","Pop24","Pop25","Pop26","Pop27","Pop28","Pop29","Pop30","Pop31","Pop32","Pop33","Pop34","Pop35","Pop36","Pop37","Pop38","Pop39","Pop40","Pop41","Pop42","Pop43","Pop44","Pop45","Pop46","Pop47","Pop48","Pop49","Pop50","Pop51","Pop52","Pop53","Pop54","Pop55","Pop56","Pop57","Pop58","Pop59","Pop60","Pop61","Pop62","Pop63","Pop64","Pop65","Pop66","Pop67","Pop68","Pop69","Pop70","Pop71","Pop72","Pop73","Pop74","Pop75","Pop76","Pop77","Pop78","Pop79","Pop80_100","Pop80","Pop81","Pop82","Pop83","Pop84","Pop85","Pop86","Pop87","Pop88","Pop89","Pop90","Pop91","Pop92","Pop93","Pop94","Pop95","Pop96","Pop97","Pop98","Pop99","Pop100"
"25842",250,"France",2,"Medium",1956,3,"Both",660.03,662.068,751.311,812.776,849.396,864.098,861.063,844.472,810.996,761.06,701.35,636.297,562.825,513.901,505.722,524.445,539.358,555.789,572.169,584.369,594.014,607.188,623.068,634.805,639.715,640.137,638.952,633.017,633.995,647.146,665.397,682.092,705.377,696.494,637.679,550.24,468.544,380.07,334.612,358.625,426.624,487.503,552.487,599.535,612.851,604.355,601.642,599.05,596.637,597.142,598.54,596.415,592.076,583.987,571.084,554.665,537.566,519.781,500.62,480.207,459.238,437.809,415.33,396.872,384.786,376.714,367.987,359.593,349.386,335.844,320.06,304.707,289.314,273.373,256.921,240.024,222.971,206.013,188.185,169.136,831.564,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25843",250,"France",2,"Medium",1957,1,"Male",359.473,388.449,352.734,387.674,412.382,427.701,434.47,434.809,430.841,417.006,391.584,359.258,325.52,288.18,263.223,258.827,268.025,275.306,283.323,291.525,297.934,303.247,310.281,318.643,324.85,327.498,327.761,327.211,324.325,324.47,330.084,337.865,344.878,355.071,349.557,319.723,275.981,235.018,190.696,167.69,179.071,212.235,241.892,273.579,296.433,302.651,298.097,296.286,294.339,292.635,292.652,293.163,291.721,289.138,283.738,274.55,262.668,250.556,238.191,224.807,210.422,195.677,180.81,165.311,153.339,146.841,143.877,140.632,137.961,133.954,127.303,119.006,111.357,103.884,96.629,89.841,83.336,76.795,70.411,63.679,299.301,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25844",250,"France",2,"Medium",1957,2,"Female",344.647,373.557,339.437,373.573,397.656,412.53,419.033,419.231,415.187,401.625,376.935,345.631,312.911,276.633,252.557,248.715,258.219,265.838,274.241,282.461,288.365,292.854,299.142,306.808,312.45,314.763,314.925,314.289,311.238,311.992,319.347,329.567,338.989,351.791,348.181,319.046,275.247,234.38,190.069,167.447,179.887,214.507,245.501,278.572,302.443,309.079,304.586,303.137,301.927,300.694,300.732,301.222,300.13,297.962,294.889,290.827,285.968,280.653,274.888,268.8,262.51,256.042,249.218,241.984,235.11,228.933,223.102,216.917,210.501,203.602,196.022,187.869,179.541,171.058,161.869,151.775,141.046,130.296,119.575,108.56,573.691,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25845",250,"France",2,"Medium",1957,3,"Both",704.12,762.006,692.171,761.247,810.038,840.231,853.503,854.041,846.029,818.631,768.52,704.889,638.43,564.814,515.781,507.542,526.245,541.144,557.564,573.986,586.299,596.101,609.423,625.451,637.3,642.262,642.686,641.5,635.563,636.462,649.431,667.432,683.867,706.862,697.738,638.769,551.228,469.397,380.765,335.136,358.958,426.742,487.394,552.151,598.876,611.73,602.683,599.422,596.266,593.328,593.384,594.385,591.851,587.1,578.627,565.377,548.636,531.209,513.08,493.607,472.933,451.719,430.028,407.295,388.449,375.773,366.979,357.549,348.462,337.556,323.325,306.875,290.898,274.942,258.499,241.616,224.382,207.091,189.986,172.239,872.992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25846",250,"France",2,"Medium",1958,1,"Male",385.638,396.69,405.25,367.853,392.588,410.892,422.976,429.046,431.231,431.656,420.93,395.422,361.098,326.636,289.196,264.23,259.964,269.379,276.859,285.085,293.421,299.84,305.079,312.047,320.338,326.453,328.994,329.136,328.453,325.423,325.434,330.931,338.608,345.508,355.576,349.963,320.07,276.287,235.273,190.897,167.794,179.019,211.98,241.432,272.903,295.519,301.479,296.648,294.556,292.329,290.329,290.035,290.229,288.479,285.594,279.934,270.544,258.507,246.239,233.709,220.227,205.839,191.143,176.321,160.892,148.866,142.115,138.776,135.182,132.159,127.844,120.971,112.513,104.713,97.121,89.755,82.847,76.244,69.654,63.254,307.367,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25847",250,"France",2,"Medium",1958,2,"Female",369.73,381.403,390.393,354.421,378.594,396.407,408.089,413.861,415.788,415.93,405.335,380.558,347.331,313.927,277.607,253.431,249.398,258.666,266.071,274.255,282.382,288.389,293.108,299.61,307.495,313.341,315.815,316.099,315.595,312.685,313.496,320.786,330.858,340.133,352.77,349.018,319.789,275.928,234.977,190.564,167.866,180.273,214.879,245.853,278.911,302.697,309.131,304.364,302.646,301.154,299.69,299.591,300,298.808,296.529,293.334,289.125,284.1,278.612,272.67,266.368,259.82,253.057,245.927,238.369,231.161,224.645,218.467,211.93,205.173,197.883,189.834,181.177,172.377,163.448,153.87,143.463,132.496,121.558,110.706,594.555,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25848",250,"France",2,"Medium",1958,3,"Both",755.368,778.093,795.643,722.274,771.182,807.299,831.065,842.907,847.018,847.585,826.265,775.979,708.429,640.564,566.802,517.66,509.362,528.044,542.93,559.34,575.803,588.229,598.187,611.657,627.833,639.794,644.808,645.235,644.048,638.108,638.93,651.717,669.466,685.641,708.346,698.981,639.859,552.215,470.251,381.461,335.661,359.292,426.859,487.284,551.814,598.216,610.61,601.012,597.203,593.483,590.02,589.626,590.229,587.287,582.123,573.268,559.669,542.607,524.851,506.378,486.595,465.658,444.2,422.248,399.261,380.027,366.761,357.243,347.112,337.332,325.727,310.805,293.69,277.09,260.569,243.624,226.31,208.74,191.212,173.96,901.922,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25849",250,"France",2,"Medium",1959,1,"Male",410.852,405.43,402.797,402.336,382.973,397.501,409.401,418.252,423.623,427.652,432.47,424.855,399.259,362.937,327.753,290.211,265.236,261.102,270.732,278.412,286.846,295.317,301.746,306.911,313.813,322.033,328.057,330.489,330.51,329.695,326.522,326.397,331.778,339.351,346.139,356.082,350.37,320.417,276.594,235.529,191.097,167.899,178.966,211.726,240.971,272.226,294.606,300.306,295.2,292.827,290.318,288.024,287.418,287.295,285.238,282.051,276.13,266.539,254.347,241.922,229.226,215.646,201.255,186.61,171.833,156.472,144.392,137.39,133.676,129.731,126.356,121.735,114.638,106.021,98.069,90.358,82.88,75.854,69.152,62.512,307.916,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25850",250,"France",2,"Medium",1959,2,"Female",393.968,389.737,387.945,388.025,369.404,383.616,395.159,403.648,408.688,412.344,416.672,409.045,384.18,349.031,314.944,278.58,254.304,250.08,259.112,266.304,274.268,282.303,288.413,293.363,300.079,308.183,314.232,316.866,317.274,316.901,314.132,315,322.224,332.15,341.277,353.749,349.854,320.532,276.609,235.575,191.059,168.286,180.659,215.252,246.204,279.251,302.951,309.183,304.141,302.156,300.38,298.687,298.45,298.779,297.485,295.096,291.778,287.423,282.231,276.572,270.451,263.937,257.129,250.071,242.635,234.754,227.213,220.358,213.832,206.944,199.846,192.163,183.647,174.484,165.212,155.839,145.87,135.151,123.946,112.82,609.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25851",250,"France",2,"Medium",1959,3,"Both",804.82,795.167,790.742,790.361,752.377,781.118,804.561,821.9,832.312,839.996,849.142,833.9,783.439,711.968,642.697,568.791,519.54,511.182,529.844,544.716,561.115,577.62,590.159,600.274,613.892,630.216,642.289,647.355,647.784,646.596,640.654,641.397,654.002,671.501,687.416,709.831,700.225,640.949,553.203,471.104,382.156,336.185,359.625,426.977,487.175,551.478,597.557,609.489,599.34,594.983,590.699,586.711,585.868,586.074,582.723,577.147,567.908,553.962,536.578,518.494,499.677,479.582,458.384,436.681,414.467,391.226,371.604,357.748,347.508,336.674,326.201,313.897,298.286,280.505,263.281,246.197,228.75,211.005,193.098,175.332,916.956,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
